Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
11990,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, full-stack",37,10,30,Very satisfied,Very satisfied,300000,Home,Far above average,47,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
11994,Employed full-time,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end;Developer, full-stack",4,14,3,Very satisfied,Slightly satisfied,21108,Office,A little above average,24,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
11999,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Engineering manager;System administrator",15,19,10,Slightly satisfied,Slightly satisfied,188000,Home,A little above average,36,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,Yes,Too long,Easy
12000,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",6,13,1,Very satisfied,Very satisfied,47000,Office,Average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12002,Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees",Data or business analyst;Data scientist or machine learning specialist,8,13,1,Very satisfied,Slightly satisfied,87789,Office,A little below average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12004,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack",9,18,5,Very satisfied,Slightly satisfied,43180,"Other place, such as a coworking space or cafe",A little above average,27,Man,No,Gay or Lesbian,White or of European descent,No,Too long,Easy
12008,Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,"Developer, back-end;Developer, full-stack",3,22,2,Very satisfied,Neither satisfied nor dissatisfied,58000,Office,A little above average,25,Man,No,Straight / Heterosexual,Black or of African descent;White or of European descent;Biracial,No,Appropriate in length,Easy
12011,Employed full-time,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)","10,000 or more employees","Developer, full-stack",18,20,18,Very satisfied,Slightly satisfied,1000000,Office,Average,40,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
12014,Employed full-time,United States,Some college/university study without earning a degree,"10,000 or more employees","Developer, back-end",12,8,1,Slightly dissatisfied,Very dissatisfied,,Home,A little above average,20,Man,No,Bisexual,White or of European descent,No,Appropriate in length,Easy
12015,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, front-end;Developer, full-stack",10,8,8,Very dissatisfied,Very dissatisfied,16791,"Other place, such as a coworking space or cafe",Far above average,28,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Neither easy nor difficult
12021,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, front-end;Developer, full-stack",15,18,10,Very dissatisfied,Slightly satisfied,98412,Home,Average,37,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Too long,Easy
12023,Employed full-time,Denmark,Associate degree,10 to 19 employees,"Developer, full-stack;Developer, game or graphics",16,14,3,Very satisfied,Very satisfied,58932,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12024,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, front-end;Developer, full-stack",2,31,1,Very satisfied,Very satisfied,40000,Home,A little above average,33,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,No,Too long,Easy
12025,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack",5,20,5,Very satisfied,Very satisfied,549960,Home,Average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12026,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",10,11,6,Slightly satisfied,Slightly satisfied,78508,Home,A little below average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12027,Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","5,000 to 9,999 employees","Academic researcher;Developer, back-end;Developer, full-stack;Student",5,20,2,Slightly satisfied,Slightly satisfied,50868,Office,Average,24,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12031,Employed full-time,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",10,16,6,Very satisfied,Very satisfied,19416,Home,Far above average,25,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
12034,Employed full-time,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, desktop or enterprise applications;Developer, full-stack",7,18,1,Very satisfied,Slightly satisfied,3588,Office,Average,24,Man,No,Straight / Heterosexual,South Asian,Yes,Appropriate in length,Neither easy nor difficult
12035,Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, mobile",7,18,5,Slightly satisfied,Neither satisfied nor dissatisfied,41820,Home,A little below average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12038,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, site reliability;Product manager;System administrator",,10,25,Very satisfied,Very satisfied,100000,Home,A little above average,48,Man,No,,White or of European descent,Yes,Appropriate in length,Easy
12042,Employed full-time,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,"Developer, back-end",10,16,8,Slightly satisfied,Very satisfied,30252,Office,Average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12043,Employed full-time,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack",5,17,1,Slightly satisfied,Slightly satisfied,6456,,A little above average,23,Man,No,Straight / Heterosexual,South Asian,Yes,Appropriate in length,Easy
12044,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Data scientist or machine learning specialist;Database administrator;Developer, back-end;DevOps specialist",4,19,1,Very satisfied,Very satisfied,75000,"Other place, such as a coworking space or cafe",Average,23,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12048,Employed full-time,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",7,23,4,Very satisfied,Neither satisfied nor dissatisfied,51036,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12049,Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,"Data or business analyst;Developer, full-stack;Developer, QA or test",30,8,4,Very satisfied,Very satisfied,87500,Home,A little above average,38,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12050,Employed part-time,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, embedded applications or devices",6,16,3,Very satisfied,Very satisfied,19248,Office,Average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12053,Employed full-time,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;Engineer, data",28,10,18,Neither satisfied nor dissatisfied,Slightly dissatisfied,,"Other place, such as a coworking space or cafe",Far above average,,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Neither easy nor difficult
12054,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",38,19,29,Very satisfied,Very satisfied,100000,Office,Average,57,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12059,Employed full-time,Canada,Some college/university study without earning a degree,20 to 99 employees,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;System administrator",12,15,11,Very satisfied,Very satisfied,72522,Office,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12062,Employed full-time,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, mobile",7,15,5,Very dissatisfied,Slightly satisfied,,Office,A little above average,27,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
12067,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, front-end",9,12,3,Slightly satisfied,Slightly satisfied,79783,"Other place, such as a coworking space or cafe",A little above average,26,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12073,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, mobile",20,10,9,Slightly dissatisfied,Very dissatisfied,85931,Home,Far above average,36,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12074,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Designer;Developer, desktop or enterprise applications;Developer, full-stack;DevOps specialist;System administrator",31,10,24,Slightly satisfied,Slightly satisfied,91000,Office,A little above average,,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12075,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",5,10,5,Very satisfied,Very satisfied,90590,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12076,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, back-end;Developer, full-stack",13,12,8,Slightly satisfied,Neither satisfied nor dissatisfied,99000,Home,Average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12079,Employed full-time,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Data or business analyst;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",14,21,10,Neither satisfied nor dissatisfied,Slightly dissatisfied,23040,Home,Average,37,Man,No,,Middle Eastern,No,Too long,Neither easy nor difficult
12081,Employed full-time,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",10,17,2,Very satisfied,Very satisfied,42420,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12083,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, full-stack",5,23,4,Very satisfied,Very satisfied,80000,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12087,Employed full-time,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",15,16,12,Very satisfied,Very satisfied,104708,,Average,33,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Appropriate in length,Easy
12091,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, QA or test;Engineer, data;Engineering manager;Scientist;System administrator",16,15,9,Very satisfied,Very satisfied,1176000,Office,A little above average,31,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12093,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, full-stack",10,12,6,Slightly satisfied,Slightly dissatisfied,65424,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12094,Employed full-time,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end",3,21,Less than 1 year,Slightly satisfied,Slightly satisfied,14400,Office,A little above average,24,Woman,No,Bisexual,White or of European descent,No,Appropriate in length,Easy
12096,Employed full-time,United Kingdom,Some college/university study without earning a degree,"1,000 to 4,999 employees","Data or business analyst;Developer, full-stack",15,16,1,Very satisfied,Very satisfied,45797,Home,Average,29,Man,No,Gay or Lesbian,White or of European descent,No,Appropriate in length,Easy
12097,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, mobile",9,16,3,Slightly satisfied,Very satisfied,35329,Home,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12102,Employed full-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",14,16,7,Very satisfied,Very satisfied,1000000,Office,A little below average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12103,Employed full-time,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, back-end;DevOps specialist",13,12,6,Very satisfied,Slightly satisfied,80577,Office,Far above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12104,Employed full-time,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",10,15,4,Very satisfied,Very satisfied,,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12107,Employed part-time,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Academic researcher;Developer, back-end;Developer, full-stack;Student",7,15,2,Slightly satisfied,Neither satisfied nor dissatisfied,15588,Office,A little below average,,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12108,Employed full-time,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, front-end;Developer, full-stack",17,14,5,Slightly satisfied,Very satisfied,22512,Office,Far above average,31,Man,No,Bisexual,White or of European descent,Yes,Appropriate in length,Easy
12109,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, desktop or enterprise applications;Developer, embedded applications or devices",37,13,21,Very satisfied,Very dissatisfied,82565,Office,A little below average,50,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12115,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",Less than 1 year,20,Less than 1 year,Slightly satisfied,Slightly satisfied,840,Home,A little above average,22,Man,No,,,,Appropriate in length,Neither easy nor difficult
12117,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees",Data scientist or machine learning specialist,16,14,8,Very satisfied,Very satisfied,1848000,Office,A little above average,29,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
12119,Employed full-time,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Database administrator;Developer, full-stack",23,9,7,Slightly satisfied,Slightly satisfied,30048,Office,Average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12124,Employed full-time,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,"Developer, front-end;Developer, full-stack",11,27,11,Very satisfied,Very satisfied,45797,Office,Average,42,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12125,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Database administrator;Developer, full-stack",6,20,6,Slightly satisfied,Slightly satisfied,10243,Office,Far above average,27,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
12129,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Educator",12,14,7,Slightly satisfied,Very satisfied,39254,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Neither easy nor difficult
12131,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",Database administrator,Less than 1 year,37,2,Slightly dissatisfied,Slightly dissatisfied,115000,Office,A little below average,38,Man,No,,South Asian,Yes,Too long,Easy
12132,Employed full-time,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,"Developer, back-end",12,14,7,Very satisfied,Slightly satisfied,65308,Office,Average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12133,Employed full-time,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",4,19,4,Very satisfied,Very satisfied,,Office,Far above average,27,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Neither easy nor difficult
12135,Employed full-time,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",9,12,5,Very satisfied,Slightly dissatisfied,54996,Office,Average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12136,Employed full-time,United Kingdom,Associate degree,"1,000 to 4,999 employees","Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",5,15,3,Slightly satisfied,Slightly dissatisfied,18319,Home,Average,19,Man,No,Straight / Heterosexual,White or of European descent,No,Too short,Easy
12140,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Developer, full-stack;DevOps specialist;Senior executive/VP;System administrator",4,20,2,Slightly satisfied,Very satisfied,49000,Home,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12142,Employed part-time,Italy,Some college/university study without earning a degree,2-9 employees,"Developer, desktop or enterprise applications;Developer, front-end;Developer, game or graphics;Developer, mobile",11,13,5,Slightly dissatisfied,Very dissatisfied,8244,Office,Far above average,26,Man,No,,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12144,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, desktop or enterprise applications",20,15,12,Slightly satisfied,Slightly satisfied,65424,Home,A little above average,35,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12146,Employed full-time,France,"Professional degree (JD, MD, etc.)",2-9 employees,"Developer, full-stack",21,8,2,Neither satisfied nor dissatisfied,Slightly dissatisfied,18332,"Other place, such as a coworking space or cafe",Average,29,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Neither easy nor difficult
12147,Employed full-time,Argentina,Some college/university study without earning a degree,2-9 employees,"Academic researcher;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Student",4,16,2,Slightly dissatisfied,Slightly satisfied,,Office,A little above average,21,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Too long,Easy
12151,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test",20,9,3,Very satisfied,Neither satisfied nor dissatisfied,110000,Home,A little below average,29,Man,No,Straight / Heterosexual,Black or of African descent,No,Appropriate in length,Easy
12152,Employed part-time,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,"Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test;Student",6,14,1,Slightly satisfied,Slightly satisfied,24061,Home,A little below average,20,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12157,Employed full-time,Mexico,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, full-stack",12,18,6,Very satisfied,Slightly satisfied,33300,Office,Far above average,30,Woman,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
12160,Employed full-time,United Kingdom,Some college/university study without earning a degree,100 to 499 employees,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;System administrator",30,15,20,Slightly satisfied,Slightly satisfied,65424,Office,Average,55,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12161,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack;Developer, mobile",7,16,2,Very satisfied,Very satisfied,2000000,Office,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12162,Employed full-time,Jordan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, mobile",6,18,1,Slightly satisfied,Slightly satisfied,162480,Office,A little below average,23,Man,No,Straight / Heterosexual,Middle Eastern,No,Too long,Neither easy nor difficult
12167,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",14,17,9,Slightly satisfied,Neither satisfied nor dissatisfied,33583,Office,A little above average,30,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Easy
12169,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Developer, embedded applications or devices;Developer, front-end;Developer, mobile",8,16,4,Slightly satisfied,Slightly satisfied,72000,Home,A little above average,24,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12170,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, full-stack",15,10,10,Very satisfied,Slightly satisfied,69349,Office,A little above average,31,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12171,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, embedded applications or devices",35,15,24,Very satisfied,Very satisfied,137409,Home,Average,50,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Neither easy nor difficult
12173,Employed part-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,"Developer, back-end;Student",8,13,1,Slightly satisfied,Slightly satisfied,9600,Office,Average,21,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12174,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",16,10,10,Slightly satisfied,Slightly satisfied,85000,Home,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12176,Employed full-time,Serbia,Associate degree,2-9 employees,"Developer, back-end;Developer, front-end",3,16,3,Very satisfied,Slightly satisfied,8124,Office,Far above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12180,Employed part-time,United States,Associate degree,20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",6,13,3,Very satisfied,Very satisfied,25000,Home,A little above average,20,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12183,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Database administrator;Developer, back-end;DevOps specialist;Senior executive/VP",15,18,12,Very satisfied,Very satisfied,87036,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12185,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",5,18,Less than 1 year,Neither satisfied nor dissatisfied,Slightly dissatisfied,,Home,A little above average,23,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Neither easy nor difficult
12186,Employed full-time,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, QA or test;Engineering manager",10,15,7,Slightly satisfied,Neither satisfied nor dissatisfied,51300,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Too short,Easy
12188,Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Data scientist or machine learning specialist;Developer, back-end;Developer, full-stack;Engineering manager",20,13,10,Very satisfied,Slightly satisfied,85931,Home,A little above average,33,Man,No,Bisexual;Gay or Lesbian;Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,Yes,Appropriate in length,Easy
12190,Employed full-time,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Designer;Developer, front-end;Developer, mobile",7,11,5,Slightly dissatisfied,Slightly dissatisfied,19020,Home,Far above average,24,Man,No,Straight / Heterosexual,Black or of African descent;East Asian;Hispanic or Latino/Latina;Biracial,No,Too long,Difficult
12192,Employed full-time,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack",33,13,28,Very satisfied,Very satisfied,106044,Office,A little above average,52,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12193,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, desktop or enterprise applications;Developer, embedded applications or devices",8,18,3,Very satisfied,Very satisfied,72000,Office,Average,26,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Appropriate in length,Easy
12195,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,,6,18,2,Neither satisfied nor dissatisfied,Slightly satisfied,180000,Office,A little below average,24,Man,No,Straight / Heterosexual,East Asian,No,Appropriate in length,Easy
12196,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Database administrator;Developer, back-end;Developer, full-stack;Engineer, data;System administrator",6,19,5,Slightly satisfied,Slightly dissatisfied,78508,Home,A little below average,26,Man,No,Bisexual,White or of European descent,No,Too short,Easy
12197,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",System administrator,25,7,16,Very satisfied,Very satisfied,180000,Home,Far above average,37,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Neither easy nor difficult
12200,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,DevOps specialist,7,18,3,Slightly satisfied,Very satisfied,65000,Office,Average,25,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
12201,Employed full-time,Luxembourg,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,,38,11,26,Slightly satisfied,Slightly satisfied,85248,"Other place, such as a coworking space or cafe",A little above average,49,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
